"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","BIH.NGDPDPC.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4877.176","5240.469","5864.899","5867.852","5811.393","6804.832","7077.519","7969.183","8571.142","9647.635"
"IMF.RES:WEO(9.0.0)","SVN.GGXWDG_NGDP.A","OBS_VALUE","Slovenia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","79.430","74.890","71.007","66.020","80.170","74.818","72.773","68.289","66.592","66.563"
"IMF.RES:WEO(9.0.0)","SVN.NID_NGDP.A","OBS_VALUE","Slovenia, Republic of","Gross capital formation, Percent of GDP","Annual","Units","18.848","20.250","21.561","20.835","20.190","21.798","24.572","22.510","21.534","22.392"
"IMF.RES:WEO(9.0.0)","SVN.NGDPDPC.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","21450.814","23300.425","25987.659","25909.807","25451.130","29199.811","28448.549","32723.735","34346.429","37178.020"
"IMF.RES:WEO(9.0.0)","MKD.NGDPDPC.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5605.436","5970.578","6719.639","6720.332","6672.521","7625.260","7619.429","8628.993","9169.275","10377.988"
"IMF.RES:WEO(9.0.0)","BIH.GGXWDG_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Gross debt, General government, Percent of GDP","Annual","Units","44.874","38.616","34.511","32.782","37.249","35.752","31.219","28.984","29.526","30.648"
"IMF.RES:WEO(9.0.0)","G110.NID_NGDP.A","OBS_VALUE","Advanced Economies","Gross capital formation, Percent of GDP","Annual","Units","21.707","22.152","22.474","22.658","22.452","22.789","23.409","22.536","22.158","22.059"
"IMF.RES:WEO(9.0.0)","POL.NGDPDPC.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12455.033","13917.705","15658.061","15869.042","15963.102","18591.612","18859.803","22119.079","24973.474","28484.671"
"IMF.RES:WEO(9.0.0)","ROU.NGDPDPC.A","OBS_VALUE","Romania","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9379.115","10717.275","12473.519","12962.103","13056.738","14935.340","15592.939","18412.783","20209.890","22436.007"
"IMF.RES:WEO(9.0.0)","ROU.NID_NGDP.A","OBS_VALUE","Romania","Gross capital formation, Percent of GDP","Annual","Units","23.665","23.987","22.885","24.253","24.196","26.284","26.967","25.774","24.300","26.090"
"IMF.RES:WEO(9.0.0)","ROU.GGXWDG_NGDP.A","OBS_VALUE","Romania","Gross debt, General government, Percent of GDP","Annual","Units","39.548","37.107","36.167","36.533","49.260","51.532","51.721","52.142","57.437","61.207"
"IMF.RES:WEO(9.0.0)","POL.GGXWDG_NGDP.A","OBS_VALUE","Poland, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","54.129","50.444","48.234","45.211","56.585","53.014","48.787","49.520","55.265","60.018"
"IMF.RES:WEO(9.0.0)","KOS.GGXWDG_NGDP.A","OBS_VALUE","Kosovo, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","14.472","16.379","17.137","17.669","22.487","21.581","20.041","17.518","16.838","17.621"
"IMF.RES:WEO(9.0.0)","KOS.NGDPDPC.A","OBS_VALUE","Kosovo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3885.542","4215.419","4674.290","4731.284","4674.732","5754.653","5786.650","6529.135","7057.150","8033.188"
"IMF.RES:WEO(9.0.0)","POL.NID_NGDP.A","OBS_VALUE","Poland, Republic of","Gross capital formation, Percent of GDP","Annual","Units","20.087","19.908","21.444","20.708","18.839","21.811","22.059","17.668","17.655","18.039"
"IMF.RES:WEO(9.0.0)","G998.GGXWDG_NGDP.A","OBS_VALUE","European Union (EU)","Gross debt, General government, Percent of GDP","Annual","Units","85.959","83.318","81.273","79.092","91.306","88.428","83.924","81.908","82.431","83.175"
"IMF.RES:WEO(9.0.0)","G998.NID_NGDP.A","OBS_VALUE","European Union (EU)","Gross capital formation, Percent of GDP","Annual","Units","20.673","21.251","21.874","22.505","22.138","23.084","24.200","22.489","21.525","21.693"
"IMF.RES:WEO(9.0.0)","KOS.NID_NGDP.A","OBS_VALUE","Kosovo, Republic of","Gross capital formation, Percent of GDP","Annual","Units","33.522","34.694","36.295","34.558","33.406","35.950","35.233","33.945","33.965","33.689"
"IMF.RES:WEO(9.0.0)","TLS.GGXWDG_NGDP.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross debt, General government, Percent of GDP","Annual","Units","4.705","6.705","9.312","9.506","10.091","6.527","7.899","12.446","13.327","13.922"
"IMF.RES:WEO(9.0.0)","BRN.GGXWDG_NGDP.A","OBS_VALUE","Brunei Darussalam","Gross debt, General government, Percent of GDP","Annual","Units","3.005","2.825","2.586","2.575","2.857","2.514","2.057","2.334","2.290","2.333"
"IMF.RES:WEO(9.0.0)","MAC.GGXWDG_NGDP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","",""
"IMF.RES:WEO(9.0.0)","COG.GGXWDG_NGDP.A","OBS_VALUE","Congo, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","84.635","88.479","71.223","77.605","102.514","97.764","93.515","102.909","98.028","93.145"
"IMF.RES:WEO(9.0.0)","SSD.GGXWDG_NGDP.A","OBS_VALUE","South Sudan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","164.735","178.268","77.592","43.099","48.981","50.182","37.296","51.912","50.677","65.955"
"IMF.RES:WEO(9.0.0)","MOZ.GGXWDG_NGDP.A","OBS_VALUE","Mozambique, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","124.808","103.792","105.525","98.262","119.966","104.336","100.259","90.902","93.223","97.216"
